date,hashtag,mentions,estimated_reach,sentiment_score,top_country
2024-11-12,#sustainability,117035,681224,-0.2,Uk
2025-02-17,#aiart,105320,324581,0.83,Japan
2024-08-10,#aiart,38822,229032,0.85,Egypt
2024-06-01,#aiart,59832,264136,0.43,Japan
2024-10-28,#blockchain,18614,46956,-0.49,Canada
2024-12-13,#blockchain,21517,37371,-0.51,Spain
2025-03-26,#blockchain,72622,132947,0.46,Nigeria
2025-02-03,#aiart,126009,277804,0.79,South Korea
2024-11-22,#ai,47242,158123,-0.12,Mexico
2024-10-17,#sustainability,174952,727740,0.23,France
2024-10-15,#machinelearning,54267,85465,0.17,Russia
2024-06-30,#sustainability,180823,426512,0.8,Russia
2024-12-30,#machinelearning,148514,354022,-0.05,Usa
2024-08-18,#sustainability,60097,232235,-0.4,Australia
2025-03-14,#aiart,142661,433061,-0.65,Italy
2024-12-26,#aiart,6987,25190,-0.72,South Korea
2025-01-09,#machinelearning,183554,1098366,0.29,Italy
2024-10-09,#deeplearning,150712,591416,-0.96,South Korea
2024-10-06,#deeplearning,165486,449783,-0.1,Russia
2024-12-04,#blockchain,81347,360472,-0.21,Spain
2024-09-05,#sustainability,130953,699761,0.19,India
2025-04-28,#machinelearning,199556,1085270,-0.87,Brazil
2024-12-10,#aiart,125569,198362,0.97,Japan
2024-11-16,#blockchain,168763,650586,0.1,Germany
2025-04-30,#ai,196739,556609,0.54,Indonesia
2024-09-02,#aiart,25236,62660,-0.19,Nigeria
2025-02-07,#sustainability,190605,370996,-0.84,Canada
2024-11-03,#blockchain,12835,71307,0.86,Germany
2024-06-15,#blockchain,125136,599878,0.68,Germany
2024-08-07,#blockchain,147937,862353,-0.44,Australia
2025-01-28,#aiart,187741,942850,-0.53,Australia
2025-01-30,#machinelearning,95480,466476,0.96,Russia
2024-08-21,#sustainability,14181,49105,0.37,Italy
2024-09-23,#blockchain,57375,222179,0.41,China
2025-01-02,#sustainability,75091,124029,0.28,South Africa
2024-05-29,#deeplearning,11543,40157,-0.57,Nigeria
2025-05-14,#sustainability,123524,567801,-0.75,Nigeria
2025-02-25,#ai,113615,223978,0.61,South Korea
2025-02-05,#aiart,159920,605917,0.83,Spain
2025-05-11,#machinelearning,159467,568496,0.31,Nigeria
2024-07-19,#blockchain,25719,127420,0.6,Germany
2024-07-28,#ai,13463,22612,-0.86,Australia
2024-09-06,#machinelearning,31736,171077,0.91,South Africa
2024-10-29,#aiart,112266,616113,-0.12,Australia
2025-03-28,#ai,178387,694442,-0.17,Turkey
2024-09-23,#deeplearning,162886,725740,0.45,South Korea
2024-10-11,#blockchain,52690,143833,0.57,Indonesia
2025-02-22,#deeplearning,160920,634791,-0.29,Nigeria
2024-11-12,#aiart,187467,441386,-0.2,Nigeria
2025-01-30,#blockchain,42729,121962,-0.45,Japan
2024-10-07,#aiart,55172,253563,-0.6,Canada
2024-08-23,#machinelearning,171568,970670,-0.49,Canada
2024-12-22,#sustainability,180928,713634,0.73,Australia
2025-04-14,#machinelearning,127076,669855,0.66,Mexico
2024-09-06,#aiart,122124,203514,0.93,Canada
2025-05-24,#ai,117128,415350,0.83,Italy
2025-02-26,#blockchain,186640,497920,0.49,Usa
2024-06-20,#sustainability,118130,367299,-0.73,Brazil
2025-05-22,#ai,40364,119946,0.01,Australia
2024-07-07,#ai,164340,457028,0.82,Indonesia
2024-07-25,#blockchain,107513,466236,-0.88,Australia
2025-04-01,#sustainability,33194,131906,0.94,South Korea
2024-06-30,#ai,95591,391402,-0.36,Indonesia
2024-08-30,#machinelearning,144553,726441,0.37,France
2025-03-02,#ai,20645,67550,0.73,Australia
2024-09-21,#deeplearning,21871,39208,-0.77,Japan
2024-09-15,#ai,48562,130114,-0.22,Indonesia
2024-08-31,#machinelearning,136152,603867,0.66,South Korea
2025-02-16,#aiart,127414,704959,0.64,Australia
2024-08-05,#blockchain,185379,609453,0.78,Australia
2024-11-08,#blockchain,28097,166200,-0.06,Spain
2024-08-02,#deeplearning,19272,62120,-0.93,Turkey
2024-11-01,#deeplearning,151584,648002,-0.48,Indonesia
2024-12-18,#sustainability,16467,57588,-0.63,Canada
2025-03-20,#sustainability,49204,196062,0.2,Indonesia
2024-10-01,#blockchain,108559,607156,0.94,Germany
2025-05-20,#aiart,159105,647928,-0.47,Indonesia
2025-02-28,#ai,131206,455661,-0.33,Italy
2024-12-03,#machinelearning,6014,29848,0.1,Canada
2024-08-24,#sustainability,53803,205104,0.78,Canada
2024-06-26,#aiart,10595,40863,-0.4,Usa
2025-01-08,#machinelearning,177926,308641,-0.82,India
2025-05-13,#deeplearning,43874,248253,0.87,Germany
2025-02-04,#ai,154505,806278,-0.77,Germany
2024-08-19,#deeplearning,142953,401257,0.39,France
2024-11-29,#machinelearning,199972,1031911,-0.82,Usa
2024-12-08,#aiart,22572,103421,0.03,Germany
2025-05-04,#aiart,136928,359042,-0.02,Uk
2025-05-05,#sustainability,117630,271081,0.22,Russia
2024-06-29,#machinelearning,3333,11836,-0.04,Canada
2024-08-14,#blockchain,188244,347818,-0.31,Spain
2025-05-19,#ai,93940,384084,-0.33,Indonesia
2024-12-31,#blockchain,27335,103947,0.55,Egypt
2025-04-03,#sustainability,25526,76628,-0.59,Indonesia
2024-11-04,#deeplearning,161527,665172,-0.9,Russia
2024-09-04,#machinelearning,69965,233219,-0.8,China
2024-08-13,#ai,71867,197486,0.94,Turkey
2025-04-02,#sustainability,98198,153409,0.8,France
2024-11-16,#aiart,188613,500421,0.14,Nigeria
2025-01-30,#deeplearning,5081,13875,0.35,Mexico
2024-09-15,#blockchain,18247,93960,-0.59,Indonesia
2025-02-05,#blockchain,183453,344162,0.58,Spain
2024-07-03,#sustainability,158571,851158,0.77,Australia
2024-11-14,#ai,28465,125368,0.54,Spain
2024-12-24,#deeplearning,126167,664748,-0.71,Brazil
2024-07-25,#aiart,192948,329929,-0.36,Usa
2024-10-17,#sustainability,51084,146394,0.91,Turkey
2024-10-10,#sustainability,79565,462234,0.61,India
2024-08-01,#aiart,113891,631819,-0.92,Usa
2024-11-15,#deeplearning,78038,432701,0.29,Spain
2024-06-08,#sustainability,64106,249086,-0.36,Brazil
2024-12-06,#aiart,156582,418947,-0.7,Egypt
2024-05-28,#blockchain,81910,225705,0.98,France
2025-01-10,#machinelearning,192849,870284,0.51,Brazil
2025-02-26,#sustainability,114815,359853,-0.15,South Africa
2024-10-23,#aiart,80595,289353,0.34,Germany
2024-06-04,#ai,93764,182362,0.85,Indonesia
2024-11-26,#deeplearning,32592,187106,-0.11,South Korea
2024-06-10,#deeplearning,3656,14045,-0.7,South Africa
2024-10-04,#sustainability,83296,184683,-0.87,Germany
2025-01-14,#ai,67376,142352,0.78,Indonesia
2025-05-09,#ai,141163,734053,0.94,Spain
2024-12-01,#blockchain,195657,873276,-0.34,Italy
2024-09-18,#sustainability,41578,213686,-0.96,Turkey
2025-05-23,#sustainability,59409,173171,0.08,Spain
2024-11-26,#ai,42967,182361,-0.24,Indonesia
2024-09-28,#deeplearning,100869,359078,-0.6,South Africa
2025-04-07,#ai,102311,562471,0.15,South Africa
2024-06-28,#blockchain,52328,258090,-0.18,Usa
2025-03-09,#blockchain,148129,262552,-0.69,Usa
2024-08-18,#aiart,42176,183366,-0.83,Indonesia
2024-09-04,#blockchain,135224,474336,-0.78,Russia
2024-08-05,#ai,99896,405017,-0.43,Canada
2025-02-04,#machinelearning,100845,375573,-0.16,Germany
2024-08-19,#deeplearning,157221,747298,-0.43,Australia
2025-01-26,#ai,111763,476801,-0.15,Uk
2025-01-06,#sustainability,148981,646599,-0.68,Russia
2024-11-22,#deeplearning,166174,367766,0.09,Nigeria
2025-05-21,#deeplearning,60025,162763,-0.23,Australia
2024-08-04,#machinelearning,38788,209509,-0.35,South Africa
2024-06-06,#deeplearning,113849,383953,-0.9,Nigeria
2024-07-21,#blockchain,156319,799217,-0.94,Canada
2025-01-05,#machinelearning,35341,132977,-0.71,Egypt
2025-01-29,#ai,199073,872228,-0.7,Japan
2024-12-01,#deeplearning,97365,365359,-0.01,Egypt
2025-02-01,#sustainability,145468,756628,0.8,Mexico
2024-11-14,#aiart,185930,899128,-0.26,Indonesia
2024-07-03,#sustainability,73776,169081,-0.05,Mexico
2024-06-19,#machinelearning,101835,310649,-0.45,Turkey
2024-06-11,#aiart,138814,277764,-0.25,India
2025-01-12,#ai,117873,555194,0.89,Egypt
2024-09-16,#sustainability,164004,869012,-0.95,Uk
2025-04-24,#ai,175292,892547,-0.03,Spain
2024-06-21,#aiart,197607,748884,0.23,Italy
2025-04-25,#machinelearning,152235,739419,-0.73,China
2025-05-10,#deeplearning,92675,333819,-0.11,Mexico
2025-03-19,#blockchain,90453,274204,-0.43,Russia
2024-11-11,#machinelearning,191779,943463,-0.82,Russia
2024-06-01,#sustainability,162956,559934,0.9,Russia
2024-10-25,#deeplearning,116027,640374,0.95,Spain
2024-09-23,#deeplearning,80027,290031,0.68,Italy
2025-03-18,#aiart,141292,667481,0.58,Russia
2024-11-20,#aiart,47140,232750,0.38,Japan
2024-07-16,#sustainability,108842,291620,0.32,Australia
2025-05-25,#blockchain,59591,155891,0.34,Canada
2024-07-29,#ai,66317,112624,0.62,Canada
2024-09-15,#sustainability,194606,1098493,-0.98,Brazil
2024-11-01,#machinelearning,159310,908634,0.41,Turkey
2025-01-03,#aiart,73523,252945,0.23,South Africa
2025-03-04,#sustainability,176178,799215,-0.12,South Africa
2024-11-28,#aiart,166526,362297,-0.33,Turkey
2025-05-20,#machinelearning,36910,114091,-0.48,Indonesia
2025-03-09,#aiart,97470,246682,-0.61,Russia
2024-08-12,#blockchain,173310,268163,0.45,Usa
2024-09-30,#machinelearning,153716,391131,-0.1,Australia
2025-01-09,#ai,77599,427232,0.14,Egypt
2025-01-20,#machinelearning,137513,797203,-0.59,France
2025-05-24,#machinelearning,80061,180203,-0.57,Mexico
2024-09-21,#machinelearning,130160,763657,0.72,Germany
2025-05-22,#aiart,68122,384406,0.68,Italy
2024-10-05,#ai,22465,59595,0.52,Germany
2024-06-27,#sustainability,32217,102757,0.23,Spain
2025-05-04,#deeplearning,15677,49969,0.78,South Korea
2024-11-05,#aiart,144125,530816,0.81,Spain
2024-08-10,#deeplearning,74553,250462,-0.83,Canada
2024-10-18,#ai,68550,331901,0.14,China
2025-04-07,#blockchain,100799,557663,0.24,Turkey
2024-05-30,#aiart,74669,404089,0.32,Spain
2025-03-03,#ai,127211,504525,-0.34,South Africa
2024-11-19,#aiart,56048,94602,-0.49,Brazil
2024-06-04,#deeplearning,59116,94987,0.06,China
2025-04-18,#ai,180685,730529,-0.89,Usa
2025-03-27,#machinelearning,163061,766774,0.45,South Africa
2025-04-05,#machinelearning,102815,604458,-0.56,Canada
2024-06-17,#sustainability,191807,1100889,0.45,Russia
2024-06-01,#sustainability,138452,456173,-0.61,Germany
2024-11-21,#aiart,54178,193137,-0.65,China
2025-01-06,#ai,46046,168090,-0.47,South Africa
2024-09-09,#ai,36582,213223,-0.75,China
2024-06-02,#machinelearning,188887,575176,0.36,France
2024-08-26,#machinelearning,165748,911032,-0.84,France
2024-11-01,#sustainability,20243,82305,-0.57,Turkey
2024-11-26,#machinelearning,39676,186350,-0.25,France
2024-10-13,#machinelearning,91646,350156,-0.29,Uk
2025-02-12,#aiart,104838,270040,0.12,Germany
2024-06-28,#machinelearning,35970,150186,-0.88,Japan
2025-03-08,#deeplearning,162434,477023,-0.13,China
2025-02-06,#ai,95259,449483,0.26,Japan
2024-11-01,#deeplearning,127459,378168,0.72,Russia
2025-04-10,#aiart,100618,504863,-0.09,Italy
2025-05-02,#blockchain,71597,374961,0.52,Russia
2024-08-04,#blockchain,174653,533498,0.28,South Africa
2024-11-12,#aiart,22824,38073,0.71,Germany
2024-06-22,#blockchain,77824,418711,0.43,Turkey
2025-05-02,#sustainability,194840,909432,-0.7,Spain
2024-11-10,#ai,26986,84401,-0.51,Nigeria
2024-12-13,#deeplearning,127893,729715,0.63,India
2024-06-15,#blockchain,150165,228408,0.54,Russia
2024-08-08,#blockchain,143253,607434,-0.41,South Korea
2024-07-28,#aiart,10799,45335,0.61,Russia
2025-02-27,#aiart,7410,13965,-0.01,France
2025-05-12,#aiart,18477,32316,0.05,Australia
2024-12-22,#ai,16135,88206,0.47,Turkey
2025-02-18,#aiart,9525,14879,0.85,France
2024-10-03,#deeplearning,148747,305284,0.37,Mexico
2025-05-26,#machinelearning,171146,272067,0.29,Nigeria
2024-06-25,#blockchain,86578,462773,0.06,South Korea
2024-06-20,#sustainability,113182,409673,0.52,South Korea
2025-03-11,#sustainability,189497,1077546,0.99,China
2024-09-09,#deeplearning,186892,1118603,0.46,India
2024-10-20,#blockchain,64191,108406,0.69,Brazil
2024-12-29,#blockchain,6513,31692,-0.54,Japan
2025-01-26,#ai,56693,254427,0.33,Japan
2024-07-23,#machinelearning,127169,201621,0.88,Australia
2024-10-03,#ai,180353,974473,0.21,France
2024-06-21,#ai,60214,248471,0.65,Spain
2025-03-20,#ai,18492,41375,0.93,Mexico
2025-05-05,#sustainability,54125,241132,0.24,China
2024-08-09,#machinelearning,18551,89752,-0.08,France
2024-09-01,#aiart,49604,233972,-0.78,Mexico
2024-12-21,#machinelearning,39225,90952,0.18,Spain
2024-11-27,#ai,94862,453124,0.07,Australia
2024-06-14,#aiart,8211,16172,-0.97,Canada
2025-01-07,#ai,135149,434698,-0.77,Spain
2024-12-22,#aiart,65941,282906,0.1,Germany
2024-09-26,#aiart,152241,814720,-0.42,Usa
2024-08-19,#ai,17185,42088,-0.84,Italy
2025-03-31,#deeplearning,57677,271533,-0.74,India
2025-05-01,#ai,100292,318777,-0.52,Russia
2024-10-11,#aiart,62966,309318,0.68,Spain
2025-05-06,#sustainability,147361,412525,-0.47,Uk
2024-12-06,#aiart,26689,74715,0.08,Germany
2024-07-25,#blockchain,31065,143516,0.51,Brazil
2024-07-21,#sustainability,139909,718118,-0.13,Uk
2025-05-07,#sustainability,104745,454935,0.08,South Africa
2025-05-02,#deeplearning,164602,984071,-0.77,Brazil
2024-06-15,#aiart,169315,353250,-0.42,Russia
2024-09-05,#machinelearning,91003,160088,-0.04,Australia
2025-03-30,#machinelearning,39599,235275,-0.96,Uk
2025-02-07,#deeplearning,32308,88958,-0.85,India
2025-01-03,#sustainability,85250,377092,0.71,India
2025-01-26,#sustainability,16812,41637,-0.72,Canada
2024-09-27,#ai,114802,398518,-0.17,Australia
2025-05-01,#deeplearning,34143,64665,0.51,Usa
2025-01-05,#ai,131927,253110,-0.21,Usa
2024-08-20,#deeplearning,166705,279680,-0.6,Turkey
2025-01-27,#deeplearning,126076,595684,0.41,Indonesia
2025-02-26,#aiart,50979,183821,-0.64,Brazil
2025-05-12,#ai,15668,52528,-0.65,China
2024-09-18,#deeplearning,90186,368880,-0.64,Uk
2024-07-11,#ai,39625,175332,-0.73,Spain
2025-03-18,#machinelearning,65874,139607,-0.04,Germany
2024-07-25,#sustainability,22922,40524,-0.26,Turkey
2024-11-28,#blockchain,193094,868095,0.21,Nigeria
2024-06-24,#sustainability,132770,329115,0.52,South Korea
2024-12-21,#aiart,63104,378112,-0.95,Canada
2024-08-16,#deeplearning,83263,459193,0.47,Brazil
2024-10-26,#aiart,182676,841733,-1.0,Egypt
2024-12-09,#machinelearning,126626,266944,-0.16,Canada
2025-02-02,#aiart,35026,157618,-0.47,Indonesia
2025-03-15,#blockchain,141156,298299,-0.97,Australia
2024-09-29,#machinelearning,89634,218102,-0.45,South Africa
2024-06-12,#ai,85000,188001,0.71,Australia
2025-01-24,#aiart,84431,395156,-0.87,Spain
2024-11-20,#blockchain,36970,89962,-0.13,Canada
2024-07-24,#sustainability,198488,1091926,-0.82,Usa
2024-08-10,#sustainability,125046,640088,0.3,South Africa
2024-10-17,#ai,123355,452513,-0.02,South Korea
2024-10-19,#sustainability,50488,157530,-0.93,Japan
2024-06-30,#machinelearning,44523,117413,0.54,Mexico
2025-04-03,#sustainability,16876,58179,-0.37,South Africa
2025-01-30,#blockchain,94339,387808,-0.15,Germany
2024-11-11,#ai,173193,372529,0.51,South Korea
2024-06-10,#deeplearning,4000,8969,0.39,Nigeria
2024-07-04,#deeplearning,141271,396058,-0.26,Indonesia
2024-05-29,#blockchain,188554,770980,-0.79,South Korea
2024-12-03,#ai,123767,249754,0.2,Nigeria
2024-06-17,#aiart,175415,419543,-0.68,Australia
2024-12-23,#deeplearning,28877,162459,-0.03,South Korea
2024-12-12,#ai,70337,335415,0.81,Canada
2025-03-19,#ai,177292,752012,0.71,Nigeria
2025-01-10,#deeplearning,102628,581920,0.55,Egypt
2025-03-26,#deeplearning,123657,671645,-0.02,Germany
2024-07-09,#aiart,156122,244416,0.57,France
2024-11-20,#sustainability,106459,487888,0.48,Turkey
2025-01-29,#sustainability,176871,309060,-0.94,Italy
2025-03-08,#blockchain,109180,585752,0.56,Russia
2024-06-17,#deeplearning,89563,429285,0.8,Japan
2025-02-07,#ai,102921,410061,0.02,Uk
2025-01-26,#aiart,178104,276393,0.7,Germany
2025-05-25,#ai,14851,71904,-0.62,Spain
2024-10-29,#blockchain,169966,598611,0.19,Russia
2024-09-22,#machinelearning,168730,282770,0.62,South Korea
2024-08-05,#blockchain,42948,101376,0.51,Canada
2024-09-29,#deeplearning,73463,437930,-0.76,Usa
2025-01-12,#deeplearning,182854,532318,-0.86,Spain
2025-04-12,#deeplearning,104797,594202,0.67,India
2024-06-02,#machinelearning,115293,628812,-0.22,Russia
2025-04-20,#sustainability,11775,65739,-0.54,Australia
2025-03-31,#aiart,160527,860882,0.72,Turkey
2025-02-17,#ai,113330,270028,-0.49,Turkey
2025-05-15,#machinelearning,162035,424571,-0.92,South Korea
2024-09-19,#deeplearning,37790,65729,-0.18,Japan
2024-09-12,#ai,145996,678045,0.43,Italy
2025-02-05,#aiart,29201,168311,-0.78,Mexico
2024-08-07,#sustainability,126540,284642,-0.66,Usa
2024-07-09,#sustainability,100505,580873,0.41,Mexico
2025-02-18,#ai,76907,397031,-0.98,Turkey
2024-10-18,#deeplearning,179149,558710,0.85,Indonesia
2024-08-23,#machinelearning,108271,277502,-0.97,Uk
2025-05-25,#ai,59749,187847,0.57,Japan
2025-02-03,#sustainability,34315,114807,0.5,Egypt
2024-07-24,#deeplearning,80462,285375,0.3,Japan
2025-01-10,#machinelearning,76797,356568,0.26,South Korea
2024-07-30,#blockchain,192956,867297,-0.24,Mexico
2025-05-12,#ai,195822,917294,-0.89,Canada
2025-04-09,#blockchain,84142,351938,0.62,Spain
2024-09-26,#ai,35818,154246,-0.44,Russia
2024-09-21,#deeplearning,131352,446692,0.37,India
2024-12-15,#sustainability,4300,18060,0.14,Uk
2025-05-03,#sustainability,196060,586600,0.76,South Korea
2024-09-16,#aiart,105028,422808,0.46,South Africa
2025-01-30,#deeplearning,155971,610044,-0.97,Turkey
2024-10-02,#machinelearning,70893,417350,0.22,Russia
2024-10-31,#deeplearning,164441,462099,-0.7,Indonesia
2024-07-08,#machinelearning,85492,180756,-0.05,Mexico
2025-01-22,#sustainability,55861,205756,-0.3,Brazil
2025-01-04,#machinelearning,108425,442870,-0.59,Italy
2025-04-09,#ai,52105,244475,0.61,France
2024-08-29,#aiart,28393,80664,-0.79,Turkey
2024-08-21,#sustainability,156793,480232,0.09,India
2024-12-01,#blockchain,108510,447550,-0.64,Uk
2024-07-27,#aiart,49243,137430,-0.49,France
2025-05-23,#machinelearning,107978,366483,0.34,Nigeria
2024-09-17,#aiart,97198,381849,-0.44,Mexico
2024-07-22,#sustainability,17647,31445,0.42,Australia
2025-02-25,#blockchain,97144,166468,-0.16,Egypt
2025-03-21,#machinelearning,79103,402888,-0.26,Turkey
2025-04-04,#aiart,77974,277346,-0.77,Turkey
2025-04-24,#blockchain,11839,18185,0.26,Usa
2024-12-01,#deeplearning,166562,546985,0.15,Russia
2024-10-26,#ai,34329,170736,0.68,Italy
2024-11-05,#aiart,94836,527635,0.51,Egypt
2024-05-28,#ai,69585,324125,-1.0,South Africa
2024-09-03,#aiart,39617,137910,0.16,France
2024-07-26,#machinelearning,73577,235772,0.07,Japan
2025-03-14,#ai,194633,937172,-0.1,Australia
2025-01-26,#sustainability,66766,282730,0.64,Mexico
2024-11-22,#aiart,123556,580168,0.15,South Korea
2025-02-21,#ai,152546,687104,0.53,Japan
2024-12-04,#machinelearning,34768,179035,-0.61,Nigeria
2024-10-22,#deeplearning,192873,891304,-0.74,Germany
2025-04-16,#aiart,35724,130547,0.39,Canada
2024-09-27,#ai,101798,425254,-0.77,Mexico
2024-10-10,#aiart,103301,455603,0.56,Uk
2025-03-04,#sustainability,48004,118324,-0.21,Germany
2025-02-09,#machinelearning,99848,503796,-0.46,Brazil
2024-12-19,#ai,101058,284643,-0.15,Italy
2025-03-08,#aiart,60753,337496,-0.73,Spain
2025-02-04,#machinelearning,57790,269206,0.96,Canada
2024-06-21,#aiart,180116,986971,-0.95,France
2024-08-24,#sustainability,105155,182097,-0.54,Turkey
2024-12-14,#deeplearning,124496,216506,0.92,Indonesia
2024-12-01,#aiart,66332,321512,-0.89,Indonesia
2024-07-16,#blockchain,35150,57863,-0.46,Italy
2025-04-04,#blockchain,190839,979297,-0.18,Australia
2024-12-09,#sustainability,145548,488463,0.39,India
2024-09-02,#sustainability,112884,510844,0.14,Mexico
2024-06-23,#machinelearning,177152,371248,0.22,Japan
2025-03-24,#ai,155986,504405,0.87,Uk
2025-01-30,#sustainability,115487,560115,-0.29,Italy
2024-08-31,#blockchain,131968,209253,0.61,Australia
2024-11-01,#sustainability,38098,185091,-0.84,Uk
2024-12-08,#blockchain,46299,148098,0.23,India
2024-12-04,#blockchain,161016,859055,-0.9,Canada
2024-10-01,#ai,28478,78166,0.62,Japan
2024-08-20,#deeplearning,96274,487130,0.09,Mexico
2025-04-11,#aiart,53953,209582,0.09,South Africa
2024-08-19,#deeplearning,103432,158750,-0.2,Nigeria
2024-10-18,#machinelearning,11105,59633,0.83,Turkey
2024-10-23,#machinelearning,146791,254780,-0.76,Germany
2024-06-07,#sustainability,24457,37119,-0.88,Italy
2025-03-21,#ai,76617,345794,0.93,South Korea
2024-10-13,#deeplearning,94446,265225,-0.79,Germany
2024-12-28,#machinelearning,154927,275690,-0.19,India
2024-11-28,#ai,119872,479015,0.8,Canada
2025-04-06,#deeplearning,140103,395292,0.3,Mexico
2024-07-10,#blockchain,80623,254663,0.51,South Africa
2025-05-15,#ai,75266,169941,-0.34,France
2024-07-23,#aiart,141533,572941,0.07,Spain
2024-06-22,#sustainability,34926,133257,0.72,Uk
2025-04-28,#sustainability,83588,242201,0.6,Turkey
2025-05-07,#sustainability,133940,427422,-0.19,China
2024-06-22,#blockchain,107245,179876,-0.57,Brazil
